feature_selection,average_train_accuracy,average_test_accuracy,best_test_accuracy,average_training_time
RFE,0.9953980776206022,0.9409003506390681,0.9623345775364778,39.93046808242798
F-Classif,0.9892546245919478,0.9263657957244655,0.9552086868001356,2.790464242299398
all_features,0.9892546245919478,0.9263657957244655,0.9552086868001356,2.699914495150248
Mutual Information,0.9872370330068917,0.9232552878633639,0.9487614523243976,12.71984871228536
